"Ensembl_ID","control_rep2","exp_rep3","exp_rep2","exp_rep1","control_rep1","control_rep3"
"ENSG00000182934.12",8665,10979,10857,10663,10185,12579
"ENSG00000110074.12",2447,3145,2979,2674,2881,3388
"ENSG00000150455.15",546,574,735,652,623,743
"ENSG00000255062.2",57,51,66,86,63,72
"ENSG00000110063.10",1310,1495,1304,1254,1454,1821
"ENSG00000280832.3",158,198,239,151,186,250
"ENSG00000110080.20",624,718,648,570,606,748
"ENSG00000149571.12",19,28,7,14,19,28
"ENSG00000255087.6",2,1,4,2,0,2
"ENSG00000254612.2",77,85,93,101,82,108
"ENSG00000289398.1",0,0,0,2,2,3
"ENSG00000134954.14",757,655,793,979,895,1127
"ENSG00000151702.18",16,30,50,47,23,23
"ENSG00000151704.16",6,10,8,8,4,7
"ENSG00000120457.12",643,620,615,670,793,917
"ENSG00000174370.12",50,45,55,53,67,62
"ENSG00000120471.16",7,5,5,3,2,9
"ENSG00000134909.19",2580,2419,2780,2640,2890,3266
"ENSG00000043039.7",264,449,359,272,360,414
"ENSG00000151715.8",226,202,267,254,277,295
"ENSG00000289223.1",62,49,75,56,65,77
"ENSG00000170322.15",3538,3904,4479,4041,4002,4664
"ENSG00000170325.16",1329,1474,1841,1757,1723,1935
"ENSG00000084234.18",76280,95579,107621,107279,90299,108192
"ENSG00000149418.11",10930,14355,16528,15977,11900,15416
"ENSG00000196323.14",2865,2863,3327,3362,3770,4132
"ENSG00000175773.15",9,6,4,8,11,4
"ENSG00000134917.10",32,13,16,12,28,46
"ENSG00000166106.4",141,174,178,134,192,177
"ENSG00000120451.11",5641,6426,7501,7142,6609,7911
"ENSG00000182667.15",230,181,62,73,237,294
"ENSG00000183715.15",701,701,355,377,762,907
"ENSG00000279711.1",17,19,18,35,16,24
"ENSG00000287068.1",2,1,0,0,3,2
"ENSG00000080854.16",1171,1127,1328,1182,1537,1588
"ENSG00000255406.3",22,18,15,9,22,25
"ENSG00000204241.9",8,8,6,14,13,14
"ENSG00000254648.1",4,4,4,0,3,9
"ENSG00000166086.13",1172,1247,623,638,1394,1673
"ENSG00000151503.14",3371,3742,4427,3850,4028,4560
"ENSG00000151502.11",4967,5873,5265,5578,5462,6693
"ENSG00000151500.15",4283,5601,4948,4915,4971,6061
"ENSG00000151498.12",1186,1621,1703,1469,1517,1828
"ENSG00000149328.16",1428,2185,1933,1907,1545,1992
"ENSG00000109956.13",828,975,488,524,917,1151
"ENSG00000255545.8",9,10,5,3,12,15
"ENSG00000251226.2",58,68,27,35,61,80
"ENSG00000285735.2",1,3,4,10,14,7
"ENSG00000226210.3",979,1214,1266,1188,1067,1342
"ENSG00000120645.12",51,39,15,14,58,68
"ENSG00000249695.6",6,5,6,4,11,6
"ENSG00000111181.13",75,68,100,120,82,103
"ENSG00000010379.16",4,8,8,16,6,11
"ENSG00000261799.1",185,272,293,280,260,314
"ENSG00000073614.13",5485,5203,6790,6840,6277,7241
"ENSG00000120647.10",1580,1871,1999,1961,2064,2326
"ENSG00000139044.12",8232,8488,9586,9829,9168,11563
"ENSG00000171840.13",29,17,21,13,20,20
"ENSG00000177406.5",214,247,268,297,271,335
"ENSG00000060237.19",14867,15267,19170,18559,17724,20653
"ENSG00000002016.18",447,480,653,544,523,633
"ENSG00000250132.6",266,319,307,379,332,430
"ENSG00000082805.21",5231,5284,5565,5647,6014,7213
"ENSG00000249628.3",3,3,1,6,7,1
"ENSG00000111186.13",489,659,465,440,519,657
"ENSG00000171823.7",750,961,901,817,788,958
"ENSG00000006831.10",6314,7043,7839,7827,7216,8732
"ENSG00000243663.1",8,11,6,12,3,9
"ENSG00000151062.15",4,5,7,6,8,11
"ENSG00000166159.11",7,12,7,11,13,14
"ENSG00000151065.14",1442,1743,1851,1694,1601,1966
"ENSG00000151067.23",218,170,161,155,213,274
"ENSG00000203593.3",1,3,2,2,2,4
"ENSG00000256271.1",39,57,63,42,45,63
"ENSG00000246627.6",17,19,19,9,22,21
"ENSG00000274659.4",4,6,7,3,4,7
"ENSG00000293298.1",1,2,4,1,1,4
"ENSG00000004478.8",19044,23304,19528,20658,20517,26091
"ENSG00000258325.2",1,1,3,2,1,2
"ENSG00000111203.13",798,917,853,842,863,1039
"ENSG00000288984.1",10,5,18,10,16,10
"ENSG00000053702.15",60,50,65,60,46,58
"ENSG00000283297.2",4,7,7,3,5,3
"ENSG00000111206.13",6181,7367,6036,6259,6710,8340
"ENSG00000171792.11",2846,3560,2981,3154,3435,4147
"ENSG00000078246.17",2088,2511,2438,2422,2465,2928
"ENSG00000278356.1",6,16,2,8,14,15
"ENSG00000197905.10",1084,1304,1040,1010,1174,1584
"ENSG00000250899.3",553,693,502,595,680,787
"ENSG00000234589.4",111,161,132,90,67,104
"ENSG00000011105.14",2112,2700,2517,2262,2512,2876
"ENSG00000227081.5",277,568,586,455,376,420
"ENSG00000291189.1",2,7,5,10,11,11
"ENSG00000111218.12",6,8,0,0,2,8
"ENSG00000287243.2",3,3,1,1,0,3
"ENSG00000130038.10",140,156,151,158,169,228
"ENSG00000280202.1",32,30,44,27,38,48
"ENSG00000111224.14",947,960,1104,1235,1148,1257
"ENSG00000118976.5",3,3,12,4,6,8
"ENSG00000256862.5",1,10,10,8,6,5
"ENSG00000256969.2",2,4,1,1,4,2
"ENSG00000256356.1",29,43,40,25,43,40
"ENSG00000255920.4",18,20,23,20,20,35
"ENSG00000118971.9",14830,22048,18597,20708,18886,23331
"ENSG00000078237.7",1452,1553,1933,2045,1661,1743
"ENSG00000293166.1",3,1,1,3,4,1
"ENSG00000118972.3",15,25,42,19,24,20
"ENSG00000111241.3",0,0,3,2,0,2
"ENSG00000047621.12",1200,1234,1396,1475,1247,1443
"ENSG00000111247.15",1561,1706,1799,1871,1739,2029
"ENSG00000010219.14",641,801,833,714,784,880
"ENSG00000111254.8",53,53,52,54,56,75
"ENSG00000256799.1",0,1,5,3,1,3
"ENSG00000256381.1",0,2,2,2,0,1
"ENSG00000139180.11",1171,1402,1306,1445,1308,1604
"ENSG00000255639.3",5,7,12,4,3,4
"ENSG00000255474.1",3,2,4,3,3,5
"ENSG00000130035.9",185,184,102,101,195,233
"ENSG00000256988.2",30,42,22,24,56,48
"ENSG00000151079.8",414,466,335,312,513,601
"ENSG00000255608.1",2,1,2,0,0,2
"ENSG00000256654.4",6,3,2,1,1,1
"ENSG00000130037.5",13,24,12,16,19,16
"ENSG00000256115.6",0,0,7,3,5,7
"ENSG00000256417.1",21,19,26,20,21,16
"ENSG00000256146.1",4,1,8,5,5,9
"ENSG00000256218.1",17,24,46,43,33,42
"ENSG00000255983.1",3,3,4,2,5,4
"ENSG00000185652.12",1508,1899,2358,2185,1664,2054
"ENSG00000047617.18",15,21,26,25,9,23
"ENSG00000110799.14",42,32,23,17,33,33
"ENSG00000010278.15",8282,10444,11915,11703,9597,11295
"ENSG00000256103.2",4,5,2,1,3,2
"ENSG00000008323.16",2203,2836,2678,2560,2436,3051
"ENSG00000067182.9",4965,6464,6233,6235,5469,6710
"ENSG00000111319.13",12753,17077,18677,18124,15565,18350
"ENSG00000111321.11",582,781,689,588,662,825
"ENSG00000256433.3",3,2,1,1,2,6
"ENSG00000213942.3",22,51,37,30,23,33
"ENSG00000215039.9",166,203,179,148,201,263
"ENSG00000139193.4",0,1,0,3,4,3
"ENSG00000139192.12",27,39,46,34,33,32
"ENSG00000139190.17",78,95,148,89,104,119
"ENSG00000256913.1",9,10,7,9,16,5
"ENSG00000111639.8",7753,9803,9112,9316,8807,11144
"ENSG00000010292.13",16604,18259,18689,17704,18787,23165
"ENSG00000255966.1",7,5,3,2,7,7
"ENSG00000111640.15",233339,339139,263541,267285,259296,328105
"ENSG00000010295.20",326,373,238,193,301,419
"ENSG00000111641.13",94,96,114,126,102,157
"ENSG00000285238.2",1,0,0,3,2,2
"ENSG00000111642.16",2464,3299,2669,2725,2683,3287
"ENSG00000247853.2",4,2,3,2,5,3
"ENSG00000184574.10",39,39,29,10,23,36
"ENSG00000111644.8",25,19,15,19,26,44
"ENSG00000111653.20",1184,1610,1601,1445,1278,1599
"ENSG00000219410.7",9,10,17,8,11,16
"ENSG00000126746.19",2824,3045,3359,3117,3170,3715
"ENSG00000289303.2",2,0,5,2,3,1
"ENSG00000139200.14",122,129,65,67,129,166
"ENSG00000288814.1",0,0,1,4,4,2
"ENSG00000111652.10",1499,2038,1943,1721,1629,1994
"ENSG00000269892.1",9,3,6,9,3,4
"ENSG00000089693.11",14335,20158,17390,17352,15129,19629
"ENSG00000159335.19",20237,33299,24446,23063,24333,29583
"ENSG00000089692.9",10,10,13,17,5,11
"ENSG00000010610.10",65,88,62,89,99,128
"ENSG00000250510.8",185,226,151,170,215,274
"ENSG00000110811.20",2868,3986,3370,3399,3181,4006
"ENSG00000111664.11",38,36,63,43,58,45
"ENSG00000111665.12",1581,1961,1730,1563,1832,2205
"ENSG00000111667.14",10966,13457,11392,12048,11479,14619
"ENSG00000111669.15",60271,85588,66014,65713,64735,83490
"ENSG00000111671.10",291,407,406,401,344,424
"ENSG00000293161.1",52,48,56,76,52,71
"ENSG00000010626.15",349,492,412,354,425,532
"ENSG00000290712.1",106,112,120,119,110,142
"ENSG00000275703.1",7,6,5,1,6,7
"ENSG00000111674.9",1840,2435,1908,1612,2324,2814
"ENSG00000111676.15",7070,9180,8004,7508,7799,10039
"ENSG00000111678.11",1361,2183,1684,1621,1284,1895
"ENSG00000272173.2",17,13,7,7,10,15
"ENSG00000111679.17",1282,1649,1508,1479,1494,1975
"ENSG00000257084.2",18,21,16,17,29,33
"ENSG00000215021.10",24842,32299,27537,28662,25714,32985
"ENSG00000126749.17",896,1109,1167,1084,1048,1326
"ENSG00000290146.1",11,11,15,14,24,12
"ENSG00000111684.11",1549,1773,1946,1895,1753,2159
"ENSG00000182326.17",102,122,90,83,136,109
"ENSG00000159403.18",309,440,473,444,322,452
"ENSG00000139178.12",2442,2958,3490,3355,2884,3455
"ENSG00000205885.8",90,75,163,134,95,118
"ENSG00000139194.8",40,39,56,59,56,54
"ENSG00000256967.1",23,23,37,29,32,33
"ENSG00000139182.15",5472,6516,5712,5837,6158,7475
"ENSG00000139197.11",3581,4368,4682,4276,4312,5081
"ENSG00000177675.9",7,6,14,9,11,5
"ENSG00000255836.1",24,27,31,37,27,37
"ENSG00000177575.13",36,60,117,70,60,60
"ENSG00000284522.1",1,0,3,5,3,2
"ENSG00000173262.12",40,1782,1139,773,50,52
"ENSG00000059804.17",7402,4637,2915,2207,8392,10359
"ENSG00000255964.1",4,15,5,6,6,5
"ENSG00000255581.1",4,2,3,3,0,0
"ENSG00000065970.9",1653,1792,1958,1917,1933,2315
"ENSG00000171860.5",2,3,5,1,1,1
"ENSG00000089818.18",1585,1705,1923,1888,1842,2184
"ENSG00000279865.1",50,79,79,52,57,58
"ENSG00000235602.5",1,3,4,6,1,5
"ENSG00000226711.9",121,141,156,157,153,158
"ENSG00000244050.3",1,3,4,2,3,3
"ENSG00000276417.1",2,4,5,5,3,0
"ENSG00000275367.1",24,21,12,18,15,29
"ENSG00000171847.11",4,5,5,6,6,6
"ENSG00000254016.3",5,3,14,3,3,9
"ENSG00000164845.17",35,65,55,64,42,66
"ENSG00000215241.4",20,15,27,13,13,30
"ENSG00000286895.1",26,14,17,21,16,42
"ENSG00000286504.1",2,4,1,4,1,3
"ENSG00000226091.7",12,24,17,17,25,19
"ENSG00000293308.1",3,1,2,2,2,5
"ENSG00000242661.1",1,6,1,2,7,4
"ENSG00000205846.4",1,3,4,6,2,2
"ENSG00000243830.2",4,10,10,6,1,7
"ENSG00000166527.8",5,5,4,4,2,3
"ENSG00000166523.8",3,11,7,3,6,12
"ENSG00000255967.1",6,6,9,3,4,11
"ENSG00000197614.11",16,13,8,14,15,24
"ENSG00000166532.16",1499,1578,1691,1653,1916,2228
"ENSG00000249790.3",938,998,1044,1111,981,1225
"ENSG00000166535.20",1,4,2,7,7,3
"ENSG00000282022.1",3,1,3,4,0,3
"ENSG00000111752.11",2123,2409,2415,2332,2463,2829
"ENSG00000003056.8",6589,7892,8484,8813,7276,8873
"ENSG00000139187.10",129,138,150,146,132,149
"ENSG00000214851.5",0,2,1,4,5,3
"ENSG00000245105.4",15,22,19,18,19,20
"ENSG00000175899.15",1286,2350,4684,4078,2991,2835
"ENSG00000126838.10",4,2,0,10,2,2
"ENSG00000283429.1",16,39,16,17,23,19
"ENSG00000231503.4",71,70,63,74,80,84
"ENSG00000237248.6",5,10,8,18,10,15
"ENSG00000111788.10",121,110,164,113,121,169
"ENSG00000255753.1",0,5,3,1,6,2
"ENSG00000260423.2",7,10,17,12,13,6
"ENSG00000256673.1",11,17,22,11,21,9
"ENSG00000278635.1",5,5,13,12,9,6
"ENSG00000214826.5",99,119,160,123,153,155
"ENSG00000284634.1",8,6,10,12,8,16
"ENSG00000214776.13",8,2,4,3,2,0
"ENSG00000290469.1",6,1,1,3,2,5
"ENSG00000233719.4",3,4,4,3,1,3
"ENSG00000256442.2",2,7,2,2,0,0
"ENSG00000291107.1",40,51,59,49,34,46
"ENSG00000257027.1",123,138,199,214,140,151
"ENSG00000069493.15",91,107,122,120,111,115
"ENSG00000150045.12",4,10,8,11,15,6
"ENSG00000188393.9",2,0,0,0,4,3
"ENSG00000165682.15",1,3,4,5,2,3
"ENSG00000150048.10",1,2,6,1,3,1
"ENSG00000255734.1",1,2,3,2,0,0
"ENSG00000173391.9",47,98,90,84,77,93
"ENSG00000165685.9",3,7,5,19,23,14
"ENSG00000139112.11",4723,5817,5796,5593,5942,6948
"ENSG00000134539.17",15,8,9,19,11,8
"ENSG00000256155.1",1,2,2,0,5,4
"ENSG00000245648.2",224,339,415,433,284,294
"ENSG00000213809.9",4,3,7,8,6,6
"ENSG00000180574.4",51,63,74,64,67,81
"ENSG00000290537.1",41,31,40,35,38,55
"ENSG00000111196.10",1581,1724,1712,1828,1694,2075
"ENSG00000060140.9",33,22,34,43,45,46
"ENSG00000060138.13",16107,24053,18658,20821,18998,23746
"ENSG00000231887.9",24,20,29,23,21,23
"ENSG00000121318.3",1,5,4,6,2,5
"ENSG00000256651.1",0,0,5,2,2,2
"ENSG00000111215.12",5,5,9,6,6,14
"ENSG00000275778.3",16,9,16,15,16,17
"ENSG00000134551.13",2,0,3,4,1,0
"ENSG00000212127.6",32,28,25,42,35,26
"ENSG00000212125.2",11,12,18,9,14,17
"ENSG00000255837.2",26,46,36,49,41,39
"ENSG00000212124.2",1,6,11,10,6,10
"ENSG00000256436.1",6,7,13,16,12,12
"ENSG00000255374.3",0,5,6,2,3,2
"ENSG00000256537.5",2462,2919,2730,2953,2863,3438
"ENSG00000197870.14",14,16,9,18,22,20
"ENSG00000255790.6",2,0,0,3,1,2
"ENSG00000278654.1",2,1,1,2,2,3
"ENSG00000247157.7",21,15,22,16,13,27
"ENSG00000139083.11",1901,2073,2411,2504,2274,2621
"ENSG00000121380.12",100,71,151,112,107,144
"ENSG00000198134.3",82,112,92,116,89,117
"ENSG00000283475.1",8,12,8,8,5,8
"ENSG00000070018.9",7740,7387,10309,10355,9516,10729
"ENSG00000242405.2",3,0,2,2,3,1
"ENSG00000111261.14",1575,1815,2291,2403,1811,2110
"ENSG00000205791.4",21,29,25,23,27,26
"ENSG00000165714.11",856,919,1099,1100,968,1095
"ENSG00000111266.9",9586,10987,16078,16257,11332,13355
"ENSG00000290048.1",20,16,27,15,21,18
"ENSG00000255670.1",2,7,3,2,2,1
"ENSG00000111269.3",1345,1531,1639,1835,1664,1853
"ENSG00000183150.8",44,64,45,43,54,56
"ENSG00000111276.12",1254,1383,1541,1435,1554,1808
"ENSG00000178878.13",85,97,101,105,92,104
"ENSG00000213782.7",18,29,36,20,24,42
"ENSG00000241352.3",33,67,59,45,43,48
"ENSG00000234498.3",57,100,92,88,69,71
"ENSG00000013588.10",9326,13746,13761,14277,11080,13361
"ENSG00000247498.11",135,16,19,23,150,150
"ENSG00000111291.9",11,3,8,2,8,6
"ENSG00000013583.10",6698,8753,8929,9128,7574,9413
"ENSG00000293237.1",86,97,118,102,96,114
"ENSG00000255621.1",3,0,0,0,2,5
"ENSG00000084444.14",1460,1632,1690,1781,1768,2199
"ENSG00000111305.19",191,311,342,405,208,268
"ENSG00000134531.10",36,40,66,78,31,31
"ENSG00000180861.9",43,59,110,118,63,69
"ENSG00000273079.7",57,60,55,58,80,66
"ENSG00000171681.13",13247,14230,17112,17487,16284,18448
"ENSG00000290040.1",3,1,2,1,4,0
"ENSG00000121316.11",1531,1315,1739,1737,1722,2076
"ENSG00000256751.6",95,84,92,101,81,132
"ENSG00000070019.5",398,393,578,517,683,749
"ENSG00000214772.2",2,7,0,1,6,5
"ENSG00000261324.2",31,25,63,24,31,29
"ENSG00000197837.4",17,19,20,24,25,33
"ENSG00000289909.1",2,17,12,13,17,10
"ENSG00000246705.5",1446,2253,1628,1636,1255,1933
"ENSG00000084463.8",10320,12091,12202,11672,12345,14673
"ENSG00000182993.5",227,227,247,281,301,303
"ENSG00000111339.12",6,8,14,7,4,4
"ENSG00000111341.10",6,40,36,19,4,13
"ENSG00000139055.7",678,778,982,976,954,1121
"ENSG00000111348.9",554,812,917,790,671,736
"ENSG00000139053.3",1,1,2,2,1,3
"ENSG00000134533.6",476,723,596,513,508,612
"ENSG00000151490.15",10,33,12,18,15,31
"ENSG00000151491.14",661,906,1010,872,839,965
"ENSG00000023734.11",22597,26956,25508,27547,25307,30728
"ENSG00000023697.13",2475,2872,3160,3410,2623,3285
"ENSG00000008394.13",8451,10556,11863,11576,10225,11906
"ENSG00000256238.1",127,129,128,144,141,171
"ENSG00000048540.16",87,62,26,51,127,120
"ENSG00000256564.1",1,2,2,7,2,1
"ENSG00000283240.1",2,4,1,2,3,3
"ENSG00000256211.1",5,12,19,2,7,8
"ENSG00000213235.3",43,108,80,42,50,84
"ENSG00000139144.11",10,10,24,20,19,8
"ENSG00000255993.1",5,1,10,2,4,3
"ENSG00000227525.4",17,29,14,13,16,16
"ENSG00000052126.17",2788,3132,4363,4292,3592,4208
"ENSG00000253284.2",4,2,4,5,1,6
"ENSG00000139154.16",2026,2327,2515,2989,2712,2798
"ENSG00000255909.1",3,2,6,5,2,8
"ENSG00000245205.3",363,732,651,411,414,421
"ENSG00000287074.1",6,5,11,5,2,3
"ENSG00000255910.2",22,21,38,27,24,20
"ENSG00000256849.1",12,26,12,16,24,15
"ENSG00000256879.1",8,20,16,5,21,24
"ENSG00000172572.7",27762,32419,46334,49352,33255,38565
"ENSG00000256663.1",87,104,106,93,116,170
"ENSG00000139155.9",17,15,54,55,24,28
"ENSG00000111700.13",1,1,8,6,5,3
"ENSG00000134538.3",3,7,4,4,8,9
"ENSG00000084453.17",87,134,211,238,158,145
"ENSG00000121351.8",40,36,9,10,24,54
"ENSG00000121350.16",562,579,761,849,667,754
"ENSG00000004700.16",1637,1594,2039,1886,1953,2292
"ENSG00000111711.10",3259,3767,4052,5083,3984,4546
"ENSG00000134548.11",91,91,131,140,132,113
"ENSG00000111716.14",6595,7976,7305,8574,7364,9039
"ENSG00000121361.5",896,1418,1503,1277,1184,1392
"ENSG00000069431.14",96,109,128,82,129,154
"ENSG00000111726.13",2582,2965,3090,3208,3134,3562
"ENSG00000111728.11",152,220,139,170,187,236
"ENSG00000250166.4",1,0,7,2,0,2
"ENSG00000111731.13",5039,5010,6272,6409,6016,6938
"ENSG00000256973.1",2,5,5,6,4,2
"ENSG00000257023.1",25,23,18,27,18,28
"ENSG00000139163.16",8702,8945,11551,13778,11429,11939
"ENSG00000256995.8",3,14,9,17,9,10
"ENSG00000256923.1",1,0,5,3,0,4
"ENSG00000134532.20",885,1204,1286,1297,1025,1176
"ENSG00000255745.2",0,3,1,1,2,2
"ENSG00000060982.15",5476,11450,10579,10220,6826,8047
"ENSG00000255921.1",7,7,5,8,10,4
"ENSG00000118308.16",85,270,350,338,102,116
"ENSG00000118307.20",23,66,31,36,22,25
"ENSG00000205707.11",328,806,763,924,398,377
"ENSG00000133703.14",6043,13627,16927,18853,8043,8887
"ENSG00000274987.1",1,3,2,4,0,2
"ENSG00000278743.2",0,5,3,2,2,0
"ENSG00000255725.2",21,14,17,20,13,12
"ENSG00000246695.9",88,221,183,179,99,146
"ENSG00000123094.16",839,1723,1772,1926,1038,1242
"ENSG00000123095.6",32,54,51,58,33,59
"ENSG00000123096.12",128,120,104,126,135,184
"ENSG00000256894.1",5,3,3,3,5,10
"ENSG00000123104.12",1263,1148,1275,1305,1473,1743
"ENSG00000064102.15",3072,3006,3349,3329,3425,4156
"ENSG00000111790.14",1318,1317,1583,1644,1648,1783
"ENSG00000064115.11",5892,8349,8457,8982,6793,7992
"ENSG00000247903.1",15,20,42,31,22,23
"ENSG00000152944.9",2189,2451,2501,2840,2666,3098
"ENSG00000275764.1",247,334,336,382,329,388
"ENSG00000256625.1",1,2,1,5,6,5
"ENSG00000211455.8",5914,5816,6983,8196,7035,8115
"ENSG00000029153.15",2607,2370,2700,2959,2853,3179
"ENSG00000288971.1",5,7,7,11,12,14
"ENSG00000165935.10",11,10,6,17,11,9
"ENSG00000110841.14",3151,3034,3895,3937,3919,4486
"ENSG00000256377.6",5,9,15,7,13,10
"ENSG00000174236.4",10,5,7,14,6,12
"ENSG00000276261.1",6,12,13,11,6,11
"ENSG00000061794.13",7158,8499,8966,9861,8210,9867
"ENSG00000087448.11",1955,2096,2676,2483,2438,2793
"ENSG00000087494.16",532,761,670,774,603,723
"ENSG00000123106.11",1808,1849,1667,1975,2007,2321
"ENSG00000247934.4",64,68,58,59,79,99
"ENSG00000278733.1",3,2,0,3,1,1
"ENSG00000244712.1",5,1,2,6,0,2
"ENSG00000064763.12",633,814,1169,1028,910,1062
"ENSG00000275476.1",4,2,2,1,0,2
"ENSG00000257176.3",45,18,40,38,31,39
"ENSG00000274315.1",14,11,19,14,11,17
"ENSG00000087502.19",2475,2511,2844,2916,2761,3311
"ENSG00000257599.5",20,39,41,31,27,30
"ENSG00000133687.16",775,683,533,616,890,1020
"ENSG00000257262.1",2,0,0,0,3,2
"ENSG00000133704.10",6549,6806,7510,7934,7548,9244
"ENSG00000285870.1",0,4,2,2,1,6
"ENSG00000110888.19",1633,1723,2549,2555,2188,2347
"ENSG00000285517.1",152,182,309,296,188,223
"ENSG00000110900.16",1913,3383,2979,3087,2120,2665
"ENSG00000290531.1",8,11,13,13,18,16
"ENSG00000245614.6",55,56,62,67,51,70
"ENSG00000013573.17",1441,1753,1615,1501,1643,2012
"ENSG00000291250.1",18,18,14,13,18,15
"ENSG00000177359.23",7,0,3,3,5,3
"ENSG00000243517.1",73,157,115,94,89,98
"ENSG00000275097.1",14,7,10,10,10,11
"ENSG00000139146.14",25883,31087,34000,35405,29804,34930
"ENSG00000256176.1",1,1,3,2,2,0
"ENSG00000177340.5",12,18,17,19,13,29
"ENSG00000256232.1",154,228,232,212,173,189
"ENSG00000170456.16",2506,2540,2769,3065,3068,3471
"ENSG00000275769.1",5,7,9,15,7,6
"ENSG00000255867.1",0,2,3,3,3,2
"ENSG00000233381.4",10,8,9,15,11,10
"ENSG00000139160.13",74,94,84,90,92,98
"ENSG00000151743.11",481,561,634,678,630,646
"ENSG00000276058.1",2,3,2,3,2,2
"ENSG00000276900.1",41,38,49,45,38,59
"ENSG00000223722.3",1,3,0,4,2,1
"ENSG00000188375.5",27,44,37,26,40,41
"ENSG00000255760.4",27,29,45,26,32,32
"ENSG00000242314.1",0,2,2,1,1,3
"ENSG00000174718.12",18287,18413,27804,27871,21588,25439
"ENSG00000276136.1",18,38,38,31,34,34
"ENSG00000151746.15",2427,2925,3603,3627,2961,3312
"ENSG00000277342.1",8,8,7,15,9,17
"ENSG00000274964.1",123,139,159,186,134,175
"ENSG00000276115.1",16,26,26,21,26,25
"ENSG00000139132.16",2235,1909,2621,2841,2887,3099
"ENSG00000087470.21",10029,10324,11641,11842,11490,13483
"ENSG00000276148.1",7,7,7,10,10,12
"ENSG00000257511.1",41,45,58,45,61,70
"ENSG00000139131.13",2548,2978,2801,3035,2758,3451
"ENSG00000274105.1",10,6,5,4,2,8
"ENSG00000275854.1",33,49,39,71,55,41
"ENSG00000286950.1",2,1,2,3,3,2
"ENSG00000057294.18",16715,19023,23931,22819,19929,23398
"ENSG00000257316.1",11,9,8,6,13,19
"ENSG00000257435.1",5,1,3,4,3,1
"ENSG00000110975.8",321,417,975,795,464,473
"ENSG00000259937.2",11,20,25,28,13,14
"ENSG00000273853.1",3,5,11,1,6,1
"ENSG00000139133.7",479,504,573,699,572,638
"ENSG00000256538.2",5,10,12,8,11,9
"ENSG00000175548.9",874,1050,1210,1385,1138,1306
"ENSG00000139117.14",434,555,685,730,628,652
"ENSG00000257718.1",8,16,17,18,12,11
"ENSG00000139116.19",5509,5204,8454,8179,6937,7725
"ENSG00000173208.4",4,13,17,15,19,17
"ENSG00000151229.13",608,535,845,848,815,834
"ENSG00000188906.17",21,14,9,9,24,26
"ENSG00000205592.16",86,87,189,188,106,128
"ENSG00000018236.15",340,306,213,177,427,438
"ENSG00000165966.16",2,6,8,5,6,3
"ENSG00000286591.1",11,30,22,28,12,21
"ENSG00000151233.11",3997,4079,5740,6106,5246,5757
"ENSG00000015153.15",966,1147,1122,1411,1179,1273
"ENSG00000134283.18",4265,4615,5359,5271,4917,5789
"ENSG00000257674.1",1,6,1,8,6,12
"ENSG00000139168.9",2797,3294,3140,3432,3243,3832
"ENSG00000274943.1",30,42,35,44,44,48
"ENSG00000257376.1",9,6,9,3,4,8
"ENSG00000139174.12",1133,1067,1217,1301,1080,1425
"ENSG00000257225.1",3,6,7,3,2,4
"ENSG00000257405.1",0,2,0,1,3,3
"ENSG00000240759.1",4,2,5,3,4,4
"ENSG00000173157.18",28,29,47,51,51,45
"ENSG00000257907.2",0,13,6,5,1,3
"ENSG00000129317.15",2768,2586,3355,3469,3219,3551
"ENSG00000291253.1",3,1,2,0,2,1
"ENSG00000290959.1",6,0,0,0,5,2
"ENSG00000198001.16",857,972,1135,1091,1036,1148
"ENSG00000151239.14",7278,7893,9275,11197,8539,9951
"ENSG00000139173.10",700,878,1138,1160,810,963
"ENSG00000184613.11",1489,1730,1567,1808,1643,1954
"ENSG00000293316.1",60,63,117,107,94,109
"ENSG00000134297.9",4,7,10,6,9,6
"ENSG00000177119.17",8249,8880,12577,12090,10059,11225
"ENSG00000273015.3",667,744,773,861,720,876
"ENSG00000289229.1",6,6,3,13,2,3
"ENSG00000189079.18",5100,4924,6646,6487,5970,6628
"ENSG00000278475.1",0,2,0,2,2,0
"ENSG00000270429.1",5,0,3,3,0,7
"ENSG00000139218.18",10959,11512,15409,15673,13588,15574
"ENSG00000289046.1",39,30,24,35,25,37
"ENSG00000111371.16",25122,25640,31917,32834,29072,33622
"ENSG00000134294.14",18338,21351,26533,28629,22707,25552
"ENSG00000258096.1",0,2,1,5,2,1
"ENSG00000257261.7",60,73,85,67,54,91
"ENSG00000275481.1",5,6,10,5,6,7
"ENSG00000272369.1",2,9,5,10,9,7
"ENSG00000139209.16",475,542,522,543,540,633
"ENSG00000274723.1",4,1,2,4,0,1
"ENSG00000139211.7",712,915,1123,1086,961,1028
"ENSG00000179715.13",83,85,159,103,93,121
"ENSG00000258352.2",3,2,1,4,0,0
"ENSG00000258181.1",0,0,3,0,3,3
"ENSG00000005175.10",3361,3744,4469,4595,4037,4935
"ENSG00000276390.1",22,25,19,23,22,24
"ENSG00000257433.8",29,49,34,45,23,48
"ENSG00000111405.9",1,4,3,3,0,1
"ENSG00000280054.1",5,3,7,19,9,10
"ENSG00000274902.1",6,8,6,4,4,4
"ENSG00000079337.16",37,39,44,38,48,49
"ENSG00000211584.14",1089,1416,1094,1184,1316,1492
"ENSG00000061273.18",4152,5324,4897,4781,4548,6085
