"Ensembl_ID","control_rep2","exp_rep3","exp_rep2","exp_rep1","control_rep1","control_rep3"
"ENSG00000167703.15",3522,4818,4525,4940,3500,4700
"ENSG00000074660.17",3,6,8,11,5,5
"ENSG00000167705.12",108,144,128,142,92,124
"ENSG00000174231.18",35411,39326,38717,39153,39786,47619
"ENSG00000277597.2",1,2,0,0,7,2
"ENSG00000185561.10",164,185,208,216,239,274
"ENSG00000186594.16",242,251,362,321,267,343
"ENSG00000167716.19",1848,2176,2157,2248,2026,2429
"ENSG00000167711.14",990,1453,1591,1516,1234,1443
"ENSG00000132386.11",3732,5579,4254,3963,4247,5279
"ENSG00000186532.12",988,1079,1119,1066,1230,1361
"ENSG00000132383.12",10824,12201,11877,11530,11877,14597
"ENSG00000108958.4",14,26,20,22,16,20
"ENSG00000185924.7",610,854,529,517,653,813
"ENSG00000262445.3",4,12,12,13,5,12
"ENSG00000228133.3",1,2,2,2,3,3
"ENSG00000108963.19",1186,1508,1342,1305,1249,1577
"ENSG00000263050.1",5,5,6,11,9,9
"ENSG00000177374.13",17,29,29,30,14,17
"ENSG00000070366.14",3857,4218,4201,4490,4217,5287
"ENSG00000167720.13",867,866,948,929,1009,1163
"ENSG00000262333.1",29,43,39,35,50,54
"ENSG00000167721.11",5909,6495,6736,6762,6750,8313
"ENSG00000275084.4",7,4,1,1,1,3
"ENSG00000212163.6",1,0,3,4,0,2
"ENSG00000289388.1",8,11,19,15,15,12
"ENSG00000141258.13",2532,2978,2616,2606,2853,3351
"ENSG00000263345.1",9,16,39,11,15,18
"ENSG00000070444.15",1382,1756,1569,1469,1606,2005
"ENSG00000127804.13",4087,4224,4968,5050,4998,5724
"ENSG00000262953.1",4,6,6,2,2,4
"ENSG00000007168.14",11787,12736,13899,14586,13997,16137
"ENSG00000239884.3",4,3,6,2,2,2
"ENSG00000272911.1",0,2,2,1,1,5
"ENSG00000132361.18",5795,7251,5958,6044,6325,8223
"ENSG00000262050.2",10,7,9,13,14,17
"ENSG00000277200.2",72,64,33,26,96,96
"ENSG00000132359.17",3478,3444,3635,3049,4402,4848
"ENSG00000261848.5",3,1,1,8,6,6
"ENSG00000221882.5",11,9,2,3,6,8
"ENSG00000167723.15",148,156,191,143,182,227
"ENSG00000196689.13",106,134,224,129,156,195
"ENSG00000261916.1",4,0,0,0,3,5
"ENSG00000197417.9",572,841,702,704,663,827
"ENSG00000262248.1",4,2,3,2,0,1
"ENSG00000040531.16",1653,2062,1985,1971,1716,2203
"ENSG00000262903.1",23,24,33,28,14,28
"ENSG00000213977.8",339,443,363,472,327,489
"ENSG00000257950.3",82,97,100,115,110,107
"ENSG00000240898.1",15,16,24,16,16,30
"ENSG00000127774.7",178,219,170,130,143,182
"ENSG00000083454.23",10,18,20,10,18,13
"ENSG00000083457.12",1123,1467,1503,1423,1287,1585
"ENSG00000262692.1",2,7,7,2,5,1
"ENSG00000177602.5",926,950,978,963,998,1177
"ENSG00000262358.1",2,5,2,5,10,7
"ENSG00000074356.17",4189,4391,5275,5049,4974,5885
"ENSG00000004660.15",140,160,134,111,156,187
"ENSG00000108405.4",10,3,8,12,9,22
"ENSG00000074370.18",3981,3448,1575,1609,4031,5217
"ENSG00000074755.15",2240,2275,3026,2604,2638,3200
"ENSG00000167740.10",860,1153,1049,1071,951,1138
"ENSG00000185722.18",4870,5221,6540,5966,5794,6691
"ENSG00000263219.1",1,3,3,3,4,4
"ENSG00000274363.1",7,2,1,4,4,1
"ENSG00000132388.13",9238,11253,11141,12232,11224,13151
"ENSG00000262823.1",1,5,5,5,2,2
"ENSG00000183018.9",94,70,61,60,99,126
"ENSG00000132382.15",6241,7475,6456,6464,6583,8668
"ENSG00000167741.11",4,1,1,4,1,3
"ENSG00000262519.1",2,1,2,2,4,1
"ENSG00000188176.12",258,353,237,237,280,368
"ENSG00000261863.1",3,10,8,2,4,9
"ENSG00000161905.13",98,157,106,106,112,126
"ENSG00000141456.16",9690,12297,10086,9908,10807,13724
"ENSG00000244184.1",6,12,6,7,7,10
"ENSG00000213939.4",38,85,69,50,48,41
"ENSG00000141480.18",3712,5164,4002,3832,4402,5358
"ENSG00000161920.11",857,1252,1129,1132,909,1302
"ENSG00000261898.2",1,2,2,2,1,6
"ENSG00000161921.17",1310,1706,2106,1824,2079,2248
"ENSG00000141497.14",12,18,15,19,23,25
"ENSG00000142484.7",17,12,17,13,17,12
"ENSG00000182853.12",14,30,32,19,12,28
"ENSG00000280254.1",70,117,118,107,89,153
"ENSG00000182327.8",176,231,210,193,185,230
"ENSG00000142507.10",7320,9900,8657,8250,8162,10388
"ENSG00000262165.2",5,2,4,6,5,4
"ENSG00000129219.14",2554,2989,2978,2800,3039,3652
"ENSG00000141503.17",5094,6065,6560,6189,5942,7157
"ENSG00000108556.10",26,20,12,8,22,19
"ENSG00000205710.4",121,118,86,90,127,131
"ENSG00000185245.9",21,22,34,33,36,44
"ENSG00000108528.14",4658,6626,5463,5277,4922,6241
"ENSG00000108523.16",5843,7733,6676,6599,6542,8174
"ENSG00000108518.8",35885,54914,45479,42538,41540,50488
"ENSG00000108515.18",236,294,202,215,301,329
"ENSG00000091640.8",4451,5774,5221,4998,4715,6071
"ENSG00000108509.21",1358,1811,1609,1671,1749,2108
"ENSG00000262678.1",9,9,19,14,14,9
"ENSG00000262227.2",14,26,26,21,13,28
"ENSG00000196388.9",173,263,243,251,236,327
"ENSG00000129250.12",19546,22847,21620,23324,21282,26772
"ENSG00000227495.1",3,3,5,4,1,2
"ENSG00000132517.15",55,54,43,35,39,39
"ENSG00000262693.1",3,0,2,0,4,4
"ENSG00000180787.6",296,323,294,270,321,350
"ENSG00000234327.10",107,124,105,72,113,138
"ENSG00000167840.14",2106,2214,2173,2252,2224,2790
"ENSG00000129204.17",22,25,46,35,31,29
"ENSG00000180626.10",353,336,450,391,498,439
"ENSG00000261879.9",19,21,19,20,32,23
"ENSG00000161929.15",4,6,8,10,4,6
"ENSG00000029725.17",3487,3337,3643,3843,3680,4533
"ENSG00000108559.13",5699,6799,6412,6719,6005,7501
"ENSG00000263220.1",0,1,2,3,1,2
"ENSG00000129197.15",2699,3426,3583,3252,3236,3850
"ENSG00000263272.1",84,94,146,146,120,134
"ENSG00000108561.8",17111,21667,20368,20050,18804,22807
"ENSG00000005100.13",4720,5140,6214,5972,5694,6533
"ENSG00000072849.11",2307,2886,2894,3009,2599,3110
"ENSG00000167842.16",2203,2437,2810,2789,2559,2919
"ENSG00000091592.17",6,5,10,6,15,26
"ENSG00000284837.1",4,0,1,2,5,2
"ENSG00000179314.16",798,1038,759,789,1026,1099
"ENSG00000285593.1",2,5,3,1,3,7
"ENSG00000129195.16",2289,3042,2273,2223,2375,3131
"ENSG00000091622.16",112,138,140,98,117,155
"ENSG00000198920.11",18,17,56,22,30,43
"ENSG00000282936.3",216,214,325,298,319,347
"ENSG00000129235.11",3525,4996,4554,4304,4068,4886
"ENSG00000108590.11",463,614,644,603,519,571
"ENSG00000256806.6",205,251,280,216,227,314
"ENSG00000261996.1",18,11,27,30,24,17
"ENSG00000290366.1",16,21,17,15,27,31
"ENSG00000141485.17",157,181,185,162,203,255
"ENSG00000167858.13",30,35,18,20,37,41
"ENSG00000291084.1",8,16,18,10,26,21
"ENSG00000215067.12",74,91,95,104,94,96
"ENSG00000262503.1",0,3,5,5,1,2
"ENSG00000263316.1",2,1,6,5,3,3
"ENSG00000262089.1",17,18,31,21,14,17
"ENSG00000108839.12",38,35,23,32,39,46
"ENSG00000219200.12",147,211,214,165,150,250
"ENSG00000161939.19",3,8,9,8,3,13
"ENSG00000258315.5",9,8,12,11,10,10
"ENSG00000267532.5",2,3,0,2,1,2
"ENSG00000161940.11",2,4,1,7,10,7
"ENSG00000174327.7",429,613,488,567,501,571
"ENSG00000174326.15",20,16,13,11,22,26
"ENSG00000161944.17",101,110,258,179,188,227
"ENSG00000141505.12",111,187,130,104,132,206
"ENSG00000132535.22",1085,1207,1007,959,1310,1628
"ENSG00000279812.1",0,1,4,1,9,3
"ENSG00000072778.20",5807,7749,8023,8128,6646,8394
"ENSG00000004975.12",3793,4585,4310,4191,4103,5296
"ENSG00000040633.13",4791,6164,5948,5960,5259,6690
"ENSG00000170296.10",3388,3787,3585,4172,3195,4399
"ENSG00000279641.1",64,50,82,76,57,78
"ENSG00000175826.12",4944,5882,4968,5359,5616,6689
"ENSG00000170291.16",2791,3569,2931,2813,2890,3598
"ENSG00000181885.18",11716,16539,19775,19101,13889,16899
"ENSG00000181856.15",426,479,390,376,470,633
"ENSG00000006047.13",563,606,775,699,650,857
"ENSG00000132507.18",39197,56107,45575,46975,42743,54073
"ENSG00000132522.16",38,40,48,33,54,57
"ENSG00000215041.10",1696,1836,1933,1849,1766,2365
"ENSG00000224647.2",3,2,1,0,1,3
"ENSG00000072818.12",46,66,36,40,51,93
"ENSG00000213859.8",1359,1808,1644,1736,1530,1961
"ENSG00000182896.13",1,0,2,3,3,0
"ENSG00000174292.13",404,563,558,545,504,577
"ENSG00000187838.17",5,11,5,8,7,8
"ENSG00000262481.5",2,12,4,7,5,9
"ENSG00000205544.4",878,1191,1272,1128,958,1233
"ENSG00000169992.10",2063,2785,2520,2349,2525,3129
"ENSG00000283439.4",0,0,0,4,3,3
"ENSG00000181284.3",653,822,716,735,665,859
"ENSG00000161958.11",17,15,22,12,18,17
"ENSG00000263301.1",20,27,29,18,30,29
"ENSG00000170175.11",430,578,466,427,570,628
"ENSG00000174282.12",2410,2830,2985,2954,3008,3466
"ENSG00000259224.3",3,5,5,3,0,5
"ENSG00000181222.19",23669,29450,28182,26760,27911,33474
"ENSG00000239697.12",145,156,141,135,145,164
"ENSG00000276384.1",2,4,6,5,6,4
"ENSG00000161955.17",110,116,94,110,142,167
"ENSG00000161956.14",1875,2236,2053,2262,1930,2457
"ENSG00000277957.1",10,5,10,9,13,18
"ENSG00000161960.16",83,113,160,141,141,174
"ENSG00000264772.6",2,4,0,1,5,4
"ENSG00000233223.5",377,532,399,412,418,525
"ENSG00000129255.16",5777,7439,6087,6460,5766,7369
"ENSG00000129194.8",41,54,41,49,55,69
"ENSG00000129245.13",4849,5705,5812,5432,5099,6755
"ENSG00000129214.15",39,68,57,51,41,57
"ENSG00000141504.12",2927,3729,3449,3427,3094,4145
"ENSG00000129244.9",35,53,47,35,46,37
"ENSG00000141510.18",7890,10676,9758,9863,9552,11546
"ENSG00000141499.18",1973,2652,1929,1985,2169,2698
"ENSG00000108947.5",2392,2971,2390,2248,2637,3117
"ENSG00000183914.15",24,21,20,19,18,16
"ENSG00000132510.11",4342,5510,5569,5011,5156,6378
"ENSG00000288929.2",2,6,3,3,3,12
"ENSG00000288748.1",5,7,13,6,3,13
"ENSG00000167874.7",267,427,180,159,302,367
"ENSG00000183011.14",1467,2119,1656,1448,1501,1908
"ENSG00000182224.12",66,77,94,82,83,92
"ENSG00000280046.1",71,69,82,105,87,73
"ENSG00000170004.19",6424,6775,6646,6616,7289,8954
"ENSG00000252835.1",0,8,4,0,5,1
"ENSG00000179859.10",149,180,242,196,205,264
"ENSG00000170049.10",37,29,31,19,54,56
"ENSG00000170043.12",4358,6416,4986,4820,4893,6112
"ENSG00000170037.14",1593,1665,1728,1606,1727,2090
"ENSG00000132518.7",19,14,31,23,19,23
"ENSG00000179593.16",8,2,7,9,4,10
"ENSG00000263427.1",2,2,5,4,4,6
"ENSG00000275011.1",3,1,9,5,7,7
"ENSG00000179477.11",6,16,25,6,4,3
"ENSG00000214999.3",19,36,32,28,32,38
"ENSG00000179148.10",16,13,23,13,15,18
"ENSG00000179111.9",41,62,38,35,29,43
"ENSG00000288993.1",0,1,3,4,1,2
"ENSG00000179094.16",3163,3820,3308,3210,3578,4447
"ENSG00000220205.10",952,1229,1230,1128,1244,1532
"ENSG00000179029.15",616,741,676,657,738,896
"ENSG00000196544.8",457,632,538,544,479,653
"ENSG00000271002.1",10,6,7,7,10,8
"ENSG00000178999.13",3195,4137,3405,3119,3523,4396
"ENSG00000178977.4",45,45,46,57,46,60
"ENSG00000178971.17",1830,1969,2136,2059,2092,2490
"ENSG00000178921.14",7791,8946,7162,7602,8480,10750
"ENSG00000269947.1",65,96,60,65,70,77
"ENSG00000125434.11",169,236,202,194,221,271
"ENSG00000108961.14",150,215,220,202,180,219
"ENSG00000271029.1",5,8,9,3,3,3
"ENSG00000198844.12",12,12,16,7,9,10
"ENSG00000289984.1",16,9,11,6,8,15
"ENSG00000184619.8",320,309,361,396,394,414
"ENSG00000265749.6",10,8,5,7,5,3
"ENSG00000161970.15",14680,17760,16506,17681,16879,20620
"ENSG00000288750.1",4,7,3,2,3,4
"ENSG00000166579.16",2003,2317,2630,2615,2406,2737
"ENSG00000133026.14",51849,56400,55998,58152,58452,71650
"ENSG00000161973.11",4,9,4,5,6,5
"ENSG00000185156.6",97,117,132,95,104,140
"ENSG00000276231.5",3,5,2,0,1,8
"ENSG00000141506.15",69,72,62,65,74,93
"ENSG00000266389.1",2,7,7,5,8,10
"ENSG00000265975.1",6,8,9,10,14,12
"ENSG00000065320.9",1034,1041,592,508,1057,1306
"ENSG00000262966.2",8,4,0,2,5,1
"ENSG00000170310.15",1976,2350,2024,2202,2203,2782
"ENSG00000271851.1",92,109,59,72,89,91
"ENSG00000166596.15",48,64,45,46,57,69
"ENSG00000154914.17",604,691,736,725,642,861
"ENSG00000007237.19",1260,1611,1975,1920,1593,1844
"ENSG00000242692.1",54,78,90,51,30,47
"ENSG00000006788.14",1,1,5,3,6,1
"ENSG00000272975.1",2,4,1,0,1,7
"ENSG00000133020.4",46,70,36,54,70,75
"ENSG00000264424.1",93,128,109,102,95,171
"ENSG00000109061.10",21,28,7,9,17,34
"ENSG00000125414.19",2,4,2,2,8,1
"ENSG00000109063.15",88,97,128,128,87,96
"ENSG00000261433.1",0,3,0,1,4,2
"ENSG00000133028.12",5114,5542,6321,6407,5808,6859
"ENSG00000170222.12",544,599,648,671,602,721
"ENSG00000187824.9",111,156,129,162,157,181
"ENSG00000263400.8",63,66,63,63,66,66
"ENSG00000233670.7",41,52,18,23,53,54
"ENSG00000188803.15",16,22,15,13,30,26
"ENSG00000007174.18",87,156,144,159,72,109
"ENSG00000266368.1",2,5,1,1,3,2
"ENSG00000154957.14",499,504,525,553,521,668
"ENSG00000289910.1",0,3,1,0,3,4
"ENSG00000065559.15",6768,7585,8454,8677,7916,9299
"ENSG00000263648.1",2,0,2,3,2,4
"ENSG00000141052.18",90,77,80,80,100,144
"ENSG00000006740.18",1249,1472,1505,1411,1567,1784
"ENSG00000277621.1",1,0,6,4,4,1
"ENSG00000006744.19",7017,8355,7579,7739,7664,9418
"ENSG00000153976.3",129,184,90,80,144,163
"ENSG00000236088.12",401,413,513,492,565,519
"ENSG00000141028.6",13,7,1,4,8,6
"ENSG00000006695.12",1593,1954,2067,2034,1939,2258
"ENSG00000223510.7",3,4,8,3,7,8
"ENSG00000125430.9",315,389,268,253,392,454
"ENSG00000266709.1",114,99,70,54,137,127
"ENSG00000230897.1",108,156,117,87,78,99
"ENSG00000109099.16",246,343,598,684,336,360
"ENSG00000125409.13",3,5,3,8,4,3
"ENSG00000266667.1",2,0,3,7,1,1
"ENSG00000239704.12",1,0,5,4,1,2
"ENSG00000259024.7",54,43,62,82,50,54
"ENSG00000175106.17",97,118,191,200,131,182
"ENSG00000223878.1",3,6,6,7,4,3
"ENSG00000266538.1",4,0,5,6,3,0
"ENSG00000241322.11",10,8,16,19,10,11
"ENSG00000251537.4",2,2,1,0,5,2
"ENSG00000221926.13",1252,1480,1756,1972,1423,1669
"ENSG00000266261.1",0,4,2,3,1,2
"ENSG00000255104.9",0,1,0,2,3,2
"ENSG00000187607.16",3185,3779,4468,4772,3841,4622
"ENSG00000233966.1",108,145,107,96,92,136
"ENSG00000214946.15",0,2,0,4,6,2
"ENSG00000179277.9",375,457,469,536,415,518
"ENSG00000265519.1",242,265,330,405,259,314
"ENSG00000276855.1",442,560,560,652,479,591
"ENSG00000233090.1",1,2,3,0,3,0
"ENSG00000170425.4",142,177,244,186,171,191
"ENSG00000214941.8",1253,1678,1460,1584,1379,1749
"ENSG00000011295.16",5018,5847,6455,6095,5915,6917
"ENSG00000275413.1",8,10,3,12,2,6
"ENSG00000141027.23",11612,11817,14703,14480,13333,15991
"ENSG00000227782.2",12,9,20,15,6,14
"ENSG00000108474.17",585,641,805,670,671,736
"ENSG00000166582.11",7298,8830,7923,7774,7696,9500
"ENSG00000170315.14",27380,36953,31393,31232,29553,38153
"ENSG00000265095.1",3,4,2,0,3,3
"ENSG00000187688.15",76,70,64,33,94,109
"ENSG00000175061.20",28673,37240,34981,34985,31687,39834
"ENSG00000266651.1",24,18,33,22,22,26
"ENSG00000181350.12",91,102,119,124,122,149
"ENSG00000141040.15",552,680,685,690,730,858
"ENSG00000235554.1",5,8,4,11,5,13
"ENSG00000197566.10",540,520,693,696,663,711
"ENSG00000231458.2",4,1,0,0,2,2
"ENSG00000226478.3",4,6,6,3,6,6
"ENSG00000287114.1",1,2,4,2,6,8
"ENSG00000287910.1",6,11,2,15,4,6
"ENSG00000133030.22",10310,12097,12716,12013,11777,14364
"ENSG00000263624.1",1,0,2,0,2,2
"ENSG00000278864.1",68,53,91,84,82,87
"ENSG00000179598.6",14,5,8,11,5,10
"ENSG00000264187.1",6,5,1,1,2,1
"ENSG00000154803.13",1416,1669,2159,1980,1655,2018
"ENSG00000226359.1",3,1,6,4,6,1
"ENSG00000141030.13",6938,8973,8090,8204,7673,9638
"ENSG00000205309.14",180,322,201,202,221,347
"ENSG00000215030.5",438,786,668,497,512,652
"ENSG00000141026.6",1391,1595,1554,1510,1486,1882
"ENSG00000108551.5",721,839,689,700,883,1077
"ENSG00000286430.1",1,2,7,2,4,4
"ENSG00000133027.18",1678,2105,1587,1482,1715,2190
"ENSG00000265511.1",14,15,15,2,15,18
"ENSG00000264666.3",29,26,22,29,33,31
"ENSG00000223979.2",1,2,2,3,0,6
"ENSG00000108557.20",3930,4475,4458,4031,4213,5454
"ENSG00000072310.18",3890,5274,4772,4475,4162,5396
"ENSG00000175662.18",1684,1855,1893,1735,1830,2324
"ENSG00000197815.4",1,4,8,8,11,11
"ENSG00000171962.19",131,160,171,158,146,181
"ENSG00000171953.16",595,783,762,742,737,952
"ENSG00000232344.2",6,4,13,13,12,12
"ENSG00000280198.1",3,4,7,4,11,9
"ENSG00000141034.10",1263,1449,1528,1551,1509,1776
"ENSG00000108591.10",1714,2230,2016,2067,1934,2406
"ENSG00000091536.20",36,37,11,19,21,34
"ENSG00000266677.1",4,1,3,2,3,3
"ENSG00000091542.9",5432,7389,6939,6432,6657,8049
"ENSG00000131899.13",6163,8393,7452,6493,6771,8746
"ENSG00000177731.16",13012,16448,15542,15343,15047,18579
"ENSG00000177427.13",828,1153,1121,1014,952,1129
"ENSG00000260647.1",13,17,28,14,11,8
"ENSG00000177302.16",3981,4489,4489,4320,4228,5253
"ENSG00000176994.11",3466,3727,4579,4407,3980,5020
"ENSG00000176974.22",2782,3521,3330,3192,3090,3935
"ENSG00000220161.4",9,4,8,7,9,9
"ENSG00000230662.1",3,1,4,3,3,5
"ENSG00000227077.3",6,15,9,8,7,12
"ENSG00000174977.8",393,455,524,529,397,548
"ENSG00000290687.1",375,488,565,592,495,613
"ENSG00000240445.6",1931,1990,2414,2369,2092,2557
"ENSG00000224126.2",6,21,15,6,10,17
"ENSG00000291110.1",389,471,523,513,447,527
"ENSG00000171931.13",12,8,11,11,2,2
"ENSG00000171928.14",2621,2914,4323,4545,3392,3758
"ENSG00000265478.2",15,24,25,25,20,31
"ENSG00000141127.15",3095,3548,3747,3763,3583,4187
"ENSG00000289213.2",11,22,15,12,10,8
"ENSG00000235672.1",2,2,1,0,1,2
"ENSG00000188522.16",2792,3317,3137,3217,2970,3758
"ENSG00000265185.6",4,8,6,3,3,9
"ENSG00000228157.4",11,9,10,15,14,14
"ENSG00000262202.4",2,5,1,1,4,6
"ENSG00000263934.5",115,110,102,171,59,256
"ENSG00000072134.16",998,1136,1171,1169,1090,1379
"ENSG00000108641.20",1063,1539,1183,1173,1231,1470
"ENSG00000286799.1",2,1,0,4,2,4
"ENSG00000166484.20",1565,2007,1729,1700,1750,2190
"ENSG00000166482.12",118,124,76,107,106,166
"ENSG00000128482.16",22,17,12,13,12,18
"ENSG00000189343.7",773,1275,931,878,789,1092
"ENSG00000142494.13",1333,1775,1051,1098,1311,1737
"ENSG00000228331.2",2,5,7,3,2,1
"ENSG00000266079.5",5,6,2,3,1,0
"ENSG00000262769.1",9,11,15,15,10,15
"ENSG00000263107.1",4,3,3,0,3,0
"ENSG00000290544.1",6,3,3,5,6,1
"ENSG00000072210.19",25618,29081,31083,32078,27592,33670
"ENSG00000264932.3",6,2,7,5,5,3
"ENSG00000180638.19",63,90,66,86,83,82
"ENSG00000262681.2",11,11,8,23,10,18
"ENSG00000108602.18",45,50,43,25,65,62
"ENSG00000083290.20",2219,2563,2791,2685,2698,3134
"ENSG00000276406.1",2,3,2,3,2,3
"ENSG00000270091.1",10,21,19,21,13,22
"ENSG00000108599.15",1769,1860,2516,2423,2119,2422
"ENSG00000261033.1",7,11,6,9,8,7
"ENSG00000128487.19",5674,6570,7062,6879,6462,7904
"ENSG00000293363.2",4,3,5,2,3,4
"ENSG00000154898.17",3,3,11,9,12,12
"ENSG00000214832.6",1,4,3,2,5,5
"ENSG00000291194.1",38,23,51,70,34,54
"ENSG00000229586.2",3,7,5,6,5,1
"ENSG00000260907.1",2,5,4,1,4,2
"ENSG00000231258.2",52,47,55,76,71,74
"ENSG00000188013.6",327,329,336,324,358,507
"ENSG00000232889.2",0,4,1,0,2,4
"ENSG00000187870.7",4,4,8,3,5,6
"ENSG00000213671.3",2,1,1,1,2,2
"ENSG00000226549.3",11,32,33,26,20,31
"ENSG00000264215.1",16,41,30,17,32,22
"ENSG00000291074.1",19,41,44,41,29,55
"ENSG00000233098.10",2763,3291,3686,3574,3173,3717
"ENSG00000252483.1",4,2,4,5,3,5
"ENSG00000265790.1",40,43,61,63,60,58
"ENSG00000264660.2",4,7,9,3,4,10
"ENSG00000124422.12",21087,25666,28790,26020,25632,30345
"ENSG00000109016.18",1495,2060,1896,1912,1635,2016
"ENSG00000178307.10",1551,2082,1832,1827,1615,2148
"ENSG00000235530.7",19,27,22,12,22,22
"ENSG00000274180.1",1816,2126,1968,2004,2304,2645
"ENSG00000266563.1",3,5,3,3,5,3
"ENSG00000289453.2",6,2,4,5,1,3
"ENSG00000034152.20",2974,4045,3519,3544,3301,4307
"ENSG00000184185.10",120,179,121,154,146,186
"ENSG00000212719.15",1674,2110,2068,2133,2011,2536
"ENSG00000244582.2",37,58,32,26,27,25
"ENSG00000290919.1",6,4,2,5,2,2
"ENSG00000265246.1",7,9,6,6,5,7
"ENSG00000239223.3",3,3,9,1,2,9
"ENSG00000109046.15",2520,2867,3995,3863,3339,3866
"ENSG00000266313.2",7,12,8,9,8,19
"ENSG00000265683.1",17,15,13,17,10,21
"ENSG00000141068.17",1224,1552,1780,1606,1578,1712
"ENSG00000168961.17",15,25,39,9,12,24
"ENSG00000007171.19",16,24,30,11,16,22
"ENSG00000232859.10",94,118,138,99,114,138
"ENSG00000260019.2",9,2,0,0,3,4
"ENSG00000087095.13",2530,2502,3011,3111,2927,3361
"ENSG00000287721.1",10,7,14,6,11,7
"ENSG00000290671.1",4,4,9,5,8,6
"ENSG00000267259.1",4,2,1,3,1,2
"ENSG00000260777.2",6,13,11,16,2,7
"ENSG00000266306.2",4,6,12,9,8,16
"ENSG00000109084.14",12182,14430,12042,13702,13024,16781
"ENSG00000109083.14",1520,2111,2072,2089,1680,2074
"ENSG00000109079.10",6488,8103,8632,8547,7383,9029
"ENSG00000004142.12",9260,11746,10679,11185,9957,12621
"ENSG00000244045.13",797,959,1001,1071,978,1094
"ENSG00000274529.6",2,3,0,2,3,2
"ENSG00000004139.14",996,1298,1349,1294,1112,1470
"ENSG00000109072.14",9471,12994,16654,18509,11728,14473
"ENSG00000277450.1",3,4,1,2,1,7
"ENSG00000279532.1",8,2,3,2,4,2
"ENSG00000076351.13",1890,2662,3127,2980,2223,2557
"ENSG00000167524.17",191,191,242,216,224,203
"ENSG00000263266.2",478,788,760,749,546,715
"ENSG00000007216.16",59,89,106,101,67,91
"ENSG00000109101.8",10,20,9,18,8,16
"ENSG00000109103.12",2117,2861,2631,2477,2305,2759
"ENSG00000087111.22",6072,7703,7178,7195,6961,8492
"ENSG00000109107.14",572,748,586,513,690,862
"ENSG00000076382.17",7118,8066,9044,8851,8267,10191
"ENSG00000227543.5",24,14,41,39,39,37
"ENSG00000007202.16",18078,19444,20669,20944,20487,24748
"ENSG00000264044.1",2,2,1,8,2,1
"ENSG00000132581.10",3058,4205,4207,3986,3604,4362
"ENSG00000109111.15",12328,13743,14557,14349,13549,16891
"ENSG00000265205.1",6,5,14,17,7,6
"ENSG00000167525.16",135,160,164,126,177,222
"ENSG00000109113.20",9185,12499,10173,10702,9769,12519
"ENSG00000198242.14",44332,68907,57003,55627,50971,65649
"ENSG00000264577.1",59,102,117,119,92,141
"ENSG00000160606.11",469,659,565,577,544,742
"ENSG00000160602.14",377,397,427,391,406,471
"ENSG00000267729.1",4,6,6,2,4,8
"ENSG00000076604.16",7712,11482,10927,10051,8197,10608
"ENSG00000265474.1",5,6,14,9,5,5
"ENSG00000173065.14",3898,4846,4984,4941,4721,5473
"ENSG00000132591.12",4856,5835,5168,5429,5316,6708
"ENSG00000132589.16",12439,16779,13877,14303,13461,16945
"ENSG00000264304.1",4,4,12,7,9,3
"ENSG00000167536.14",555,679,530,557,554,761
"ENSG00000109118.14",3334,4051,4137,3986,4097,4796
"ENSG00000265845.2",1,3,5,7,0,2
"ENSG00000179761.12",169,155,69,84,169,201
"ENSG00000063015.21",146,121,60,69,156,200
"ENSG00000263781.3",5,8,10,6,5,6
"ENSG00000196535.20",5659,6825,7335,6880,6819,8273
"ENSG00000178082.6",10,20,24,22,25,35
"ENSG00000108255.8",2,3,1,2,7,1
"ENSG00000108256.9",10879,10999,14756,15262,13449,15178
"ENSG00000264808.2",11,6,9,10,4,18
"ENSG00000160551.12",9548,8740,12817,12788,12076,12873
"ENSG00000168792.5",1351,1601,1714,1780,1550,1935
"ENSG00000167543.16",1901,2670,2019,2015,1951,2586
"ENSG00000290082.1",56,62,83,82,87,88
"ENSG00000264290.1",1,5,10,4,9,3
"ENSG00000108262.16",5694,7435,6239,5784,6220,7953
"ENSG00000198720.13",1967,2534,1855,1938,2066,2741
"ENSG00000264647.1",6,3,1,3,4,3
"ENSG00000167549.19",7,11,5,16,12,19
"ENSG00000141298.19",1511,1563,1974,1870,1827,2214
"ENSG00000176927.16",11,14,13,14,13,12
"ENSG00000266876.1",6,2,4,2,1,2
"ENSG00000126653.18",1899,2074,2340,2330,2293,2679
"ENSG00000108576.10",88,58,48,41,82,95
"ENSG00000264125.1",0,6,2,1,2,4
"ENSG00000108578.15",5621,6727,5695,6166,6781,8280
"ENSG00000108582.12",18847,20640,24811,26590,22819,26077
"ENSG00000108587.16",5061,5579,6845,6654,5957,7115
"ENSG00000214719.13",116,126,135,120,134,178
"ENSG00000290395.1",9,8,4,1,6,7
"ENSG00000264943.1",0,3,1,0,4,3
"ENSG00000290450.1",509,572,652,627,588,696
"ENSG00000290928.1",150,167,168,183,172,208
"ENSG00000265443.1",1,2,2,0,3,1
"ENSG00000263603.1",2,3,2,2,4,3
"ENSG00000264538.8",7,14,9,9,13,16
"ENSG00000280069.1",3,1,4,3,2,1
"ENSG00000176390.12",986,1105,1205,1221,1166,1298
"ENSG00000265791.1",6,7,11,10,12,10
"ENSG00000266490.1",55,58,58,60,54,65
